"text_entry","spec","spore_type","measure_orig","Dim1","Dim2","Dim3","Dim4"
"Basidiospores subcylindrical to ellipsoid, smooth, thin-walled, 7-10 x 4-7 µm.","Acanthophysellum dextrinoideocerussatum_90013_5558","Basidiospores","7-10 x 4-7",8.5,5.5,NA,NA
"Basidiospores subcylindrical to ellipsoid, 7-10 x 4-7 µm,","Acanthophysellum dextrinoideocerussatum_90013_48068","Basidiospores","7-10 x 4-7",8.5,5.5,NA,NA
"Basidiospores ellipsoid, thin-walled, hyaline, smooth, 10-12 x 6-7 µm.","Acanthophysellum lapponicum_90029_5571","Basidiospores","10-12 x 6-7",11,6.5,NA,NA
"Basidiospores inconspicuous in KOH, appearing as amyloid fragments in Melzer's, ovoid-ellipsoid to ellipsoid, (8-)10-12(-13) x (5.5-)6-8(-8.5) µm,","Acanthophysellum lapponicum_90029_5852","Basidiospores","(8-)10-12(-13) x (5.5-)6-8(-8.5)",11,7,NA,NA
"basidiospores ovoid-ellipsoid, strongly but bluntly apiculate, smooth, becoming thick-walled, strongly amyloid in Melzer's reagent, 19-28 x 12-17 µm.","Acanthophysellum mesaverdense_90027_2904","basidiospores","19-28 x 12-17",23.5,14.5,NA,NA
"Basidiospores of the two species are similar in shape, but in A. mesaverdensis they range 19-28 x 12-17 µm,","Acanthophysellum mesaverdense_90027_2904","Basidiospores","19-28 x 12-17",23.5,14.5,NA,NA
"Basidiospores ovoid-ellipsoid, strongly but bluntly apiculate, 19-28 x 12-17 µm,","Acanthophysellum mesaverdense_90027_5577","Basidiospores","19-28 x 12-17",23.5,14.5,NA,NA
"Basidiospores 8-12(-13) x 4-5.5 µm,","Pleurotus eryngii var. elaeoselini_89766_58747","Basidiospores","8-12(-13) x 4-5.5",12,4.75,NA,NA
"Basidiospores ellipsoid, (5-)5.5-6(-7) x 4-4.5 µm,","Hyphodontia crassispora_89780_32339","Basidiospores","(5-)5.5-6(-7) x 4-4.5",5.75,4.25,NA,NA
"Basidiospores smooth, thin-walled, cylindrical to subcylindrical, 5-6.5 x 3-3.5 (-4) µm.","Hyphodontia gamundiae_89782_22520","Basidiospores","5-6.5 x 3-3.5 (-4)",5.75,3.5,NA,NA
"Basidiospores cylindrical to subcylindrical, (5-)6-6.5 x 33.5 (-4) µm,","Hyphodontia gamundiae_89782_32341","Basidiospores","(5-)6-6.5 x 33.5 (-4)",6,18.75,NA,NA
"Basidiospores broadly ellipsoid, 5-6 x 4-4.5 µm,","Hyphodontia hjortstamii_89783_32343","Basidiospores","5-6 x 4-4.5",5.5,4.25,NA,NA
"Basidiospores broadly ellipsoid, 5-6 X 4-5 µm,","Hyphodontia magnifica_89784_32345","Basidiospores","5-6 x 4-5",5.5,4.5,NA,NA
"Basidiospores broadly ellipsoid to broadly obovoid, 5-6(-6.5) x 4-5(-5.5) µm","Hyphodontia pumilia_89785_32347","Basidiospores","5-6(-6.5) x 4-5(-5.5)",6,5,NA,NA
"Basidiospores ellipsoid, 4.5-5.5 x 3.5-4 µm,","Hyphodontia borealis_89777_54079","Basidiospores","4.5-5.5 x 3.5-4",5,3.75,NA,NA
"Basidiospores ellipsoid to ovoid, or subglobose to almost pear-shaped. hyaline, smooth. negative in Melzer's reagent. 2.5-3 x 2-2.5 µm.","Leptoporellus canadensis_91232_43905","Basidiospores",". 2.5-3 x 2-2.5",2.75,2.25,NA,NA
"Basidiospores ellipsoid to ovoid with attenuated base, hyaline, smooth, uniguttulate, negative in Melzer's reagent, 3-4 x 2.5-3 µm.","Leptoporellus fumidiceps_91228_44644","Basidiospores","3-4 x 2.5-3",3.5,2.75,NA,NA
"Basidiospores broadly ellipsoid, hyaline, smooth, negative in Melzer's reagent, 4-4.5 x 2-2.5 µm.","Leptoporellus kmetii_90045_44645","Basidiospores","4-4.5 x 2-2.5",4.25,2.25,NA,NA
"basidiospores hyaline, smooth, broadly ellipsoid, conspicuously apiculate, 5-6 x 3-3.5 µm;","Radulodon aneirinus_90043_43370","basidiospores","5-6 x 3-3.5",5.5,3.25,NA,NA
"Basidiospores broadly ellipsoid, hyaline, smooth. distinctly apiculate, negative in Melzer's reagent. 5-7(-9) x 3.5-5 µm.","Radulodon aneirinus_90043_43980","Basidiospores",". 5-7(-9) x 3.5-5",7,4.25,NA,NA
"Basidiospores ellipsoid to subcylindrical, 4.5-5.5 x 2.5-3.5 µm","Porpomyces cremeus_90014_45178","Basidiospores","4.5-5.5 x 2.5-3.5",5,3,NA,NA
"Basidiospores ovoid to subglobose, hyaline, smooth, negative in Melzer' s reagent, 3.54 x 2-2.5 µm.","Antrodiella wynnei_90022_44649","Basidiospores","3.54 x 2-2.5",3.54,2.25,NA,NA
"Basidiospores oblong ellipsoid to cylindrical, thin-walled to slightly thick-walled, hyaline, I KI-, 9-14 x 4.5-6 µm.","Cerrena byrsina_90041_45187","Basidiospores","-9-14 x 4.5-6",11.5,5.25,NA,NA
"Basidiospores cylindrical. hyaline, thin-walled, smooth, negative in Melzer""s reagent, 10-16 x 3-5 µm.","Cerrena gallica_90047_44002","Basidiospores","10-16 x 3-5",13,4,NA,NA
"Basidiospores cylindric, hyaline, smooth, negative in Melzer's reagent, 10-12 x 3-4 µm.","Cerrena mollis_90042_44011","Basidiospores","10-12 x 3-4",11,3.5,NA,NA
"Basidiospores cylindrical, often slightly bent, 5-7 x 2-2.5 µm,","Cerrena portoricensis_90049_47777","Basidiospores","5-7 x 2-2.5",6,2.25,NA,NA
"Basidiospores cylindrical, hyaline, smooth and thin-walled, IKI-, 8-11 (14) x2.5-4 (5) µm","Cerrena rigida_90023_45186","Basidiospores","-8-11 (14) x2.5-4 (5)",11,4,NA,NA
"Basidiospores cylindrical, smooth-and very thin-walled, inamyloid, indextrinoid, acyanophilous, 6.9-9 x 2.5-3.5 µm.","Cerrena trogii_90016_22960","Basidiospores","6.9-9 x 2.5-3.5",7.95,3,NA,NA
"Basidiospores cylindric. hyaline. smooth. negative in Melzer's reagent, (8)10-12 x 2.54 µm.","Cerrena trogii_90016_44003","Basidiospores","(8)10-12 x 2.54",10,2.54,NA,NA
"Basidiospores cylindrical, hyaline. thin-walled, negative in Melzer's reagent, 13-19 x 4-5.5 µm.","Favolus campestris_90062_44015","Basidiospores","13-19 x 4-5.5",16,4.75,NA,NA
"Basidiospores cylindrical to oblong-ellipsoid. hyaline, thin-walled, smooth, negative in Melzer's reagent, 7-10 x 2.5-3.5 µm.","Favolus squalens_90057_44016","Basidiospores","7-10 x 2.5-3.5",8.5,3,NA,NA
"Basidiospores cylindric, slightly curved, hyaline, smooth, negative in Melzer's reagent, 9-11 x 2-2.5 µm.","Ischnoderma confragosum_90035_44007","Basidiospores","9-11 x 2-2.5",10,2.25,NA,NA
"Basidiospores cylindrical to allantoid, 9-11 x 2-2.5 µm.","Ischnoderma confragosum_90035_45205","Basidiospores","9-11 x 2-2.5",10,2.25,NA,NA
"Basidiospores cylindrical to oblong-ellipsoid, 7-10.5 x 3-4 µm.","Ischnoderma scabrosum_90026_47754","Basidiospores","7-10.5 x 3-4",8.75,3.5,NA,NA
"basidiospores (from spore deposit) cylindric, 7.5-8.0 x 2.2-3 µm.","Ischnoderma scutellatum_90015_686","basidiospores","7.5-8.0 x 2.2-3",7.75,2.6,NA,NA
"Basidiospores cylindrical, thin-walled, hyaline. smooth. negative in Melzer's reagent, 8-12 x 3-4.5 µm.","Ischnoderma scutellatum_90015_44012","Basidiospores","8-12 x 3-4.5",10,3.75,NA,NA
"basidiospores hyaline, even, short cylindric, 4.5-6.0 x 2.2-3.0 µm.","Fabisporus cinnabarinus_90012_716","basidiospores","4.5-6.0 x 2.2-3.0",5.25,2.6,NA,NA
"basidiospores hyaline, even, nonamyloid, cylindric, flattened on one side, slightly curved, 4.6-5.9 x 2.0-2.6 µm","Fabisporus cinnabarinus_90012_793","basidiospores","4.6-5.9 x 2.0-2.6",5.25,2.3,NA,NA
"basidiospores hyaline, even, non-amyloid, short-cylindric, flattened on one side, slightly curved, 4.6-5.9 x 2.0-2.6 µm","Fabisporus cinnabarinus_90012_794","basidiospores","4.6-5.9 x 2.0-2.6",5.25,2.3,NA,NA
"Basidiospores cylindric, slightly curved, hyaline, smooth, negative in Melzer's reagent, 6-7 x 2.5-3 µm.","Fabisporus cinnabarinus_90012_44587","Basidiospores","6-7 x 2.5-3",6.5,2.75,NA,NA
"Basidiospores allantoid to cylindrical. hyaline, smooth, negative in Melzer' s reagent, 5-7 x 2-2.5 µm.","Fabisporus crustulinus_90044_44018","Basidiospores","5-7 x 2-2.5",6,2.25,NA,NA
"Basidiospores allantoid to cylindrical. hyaline. smooth. negative in Melzer's reagent. 5-7 x 2-3 µm.","Fabisporus flavescens_90046_44019","Basidiospores",". 5-7 x 2-3",6,2.5,NA,NA
"Basidiospores allantoid to cylindrical. hyaline, thin-walled, negative in Melzer's reagent, 5-7 x 1.5-2 µm.","Fabisporus lindbladii_90020_44020","Basidiospores","5-7 x 1.5-2",6,1.75,NA,NA
"basidiospores hyaline, even, non-amyloid, ovoid, 3.6-5.2 x 2.0-2.6 µm","Fabisporus sanguineus_90028_797","basidiospores","3.6-5.2 x 2.0-2.6",4.4,2.3,NA,NA
"basidiospores hyaline, even, non-amyloid, short-cylindric or ovoid, 4.0-5.2X2.0-2.6 µm","Fabisporus sanguineus_90028_798","basidiospores","4.0-5.2x2.0-2.6",4.6,2.3,NA,NA
"basidiospores hyaline, even, 3.7-4.9 x 2.2-2.5 µm.","Fabisporus sanguineus_90028_7319","basidiospores","3.7-4.9 x 2.2-2.5",4.3,2.35,NA,NA
"Basidiospores ellipsoid. hyaline. thin-walled, smooth, negative in Melzer's reagent, 4.5-6(-7) x 3.2-3.7 µm.","Fomes expansus_90025_44022","Basidiospores","4.5-6(-7) x 3.2-3.7",6,3.45,NA,NA
"Basidiospores ellipsoid, 4.5-6 (7) x 3.2-3.7 µm.","Fomes expansus_90025_47761","Basidiospores","4.5-6 (7) x 3.2-3.7",6,3.45,NA,NA
"Basidiospores cylindric, thin-walled, hyaline, smooth. negative in Melzer's reagent, 11-15 x 3.5-5 µm.","Fomes nitidus_90051_44078","Basidiospores","11-15 x 3.5-5",13,4.25,NA,NA
"Basidiospores subglobose to ovoid. usually flattened on one side, hyaline. smooth, distinctly amyloid in Melzer's reagent. with a small but prominent apiculus, 3.5-4.5 x 2.5-3.5 µm.","Albatrellus ovinus var. subrubescens_90157_43861","Basidiospores","3.5-4.5 x 2.5-3.5",4,3,NA,NA
"Basidiospores 3.5-4.5 x 2.5-3.5 µm,","Albatrellus ovinus var. subrubescens_90157_45127","Basidiospores","3.5-4.5 x 2.5-3.5",4,3,NA,NA
"basidiospores ellipsoid to broadly ellipsoid, 7-10(-12) x (4-)5-6 µm,","Candelabrochaete mexicana_89737_22610","basidiospores","7-10(-12) x (4-)5-6",10,5,NA,NA
"Basidiospores ellipsoid, (3.5) 3.8-4.2 (4.5)-(1.8) 1.9-2.1 µm,","Melzerodontia udamentiens_89742_40280","Basidiospores","(3.5) 3.8-4.2 (4.5) x (1.8) 1.9-2.1",4,1.9,NA,NA
"Basidiospores cylindric, slightly curved, smooth, negative in Melzer's reagent, 6-7 x 2-2.5 µm.","Polyporus zonatus var. ochraceus_371554_43844","Basidiospores","6-7 x 2-2.5",6.5,2.25,NA,NA
"Spores.-Basidiospores ellipsoid, yellowish to rust brown, thick-walled, smooth, IKI-, CB+ when juvenile, (4-)4.3-5.7(-6) x (3.1-)3.2-4.1(-4.4) µm,","Inonotus indurescens_87888_4704","Spores.-Basidiospores","(4-)4.3-5.7(-6) x (3.1-)3.2-4.1(-4.4)",5,3.65,NA,NA
"basidiospores (7.5-10 x 4-5 µm)","Cryptoporus sinensis_87889_4706","basidiospores","(7.5-10 x 4-5",8.75,4.5,NA,NA
"Basidiospores cylindrical, 7.5-10 x 4.5 µm.","Cryptoporus sinensis_87889_45191","Basidiospores","7.5-10 x 4.5",8.75,4.5,NA,NA
"Basidiospores allantoid, hyaline, smooth, IKI-, 4-5 x 1.2-1.5 µm.","Antrodia novae-zelandiae_89999_32780","Basidiospores","-4-5 x 1.2-1.5",4.5,1.35,NA,NA
"Basidiospores ovoid to ellipsoid, adaxially flattened, smooth and thin-walled, hyaline, IKI-, 4.3-5 x 2.53 µm.","Byssomerulius psittacinus_90002_32783","Basidiospores","-4.3-5 x 2.53",4.65,2.53,NA,NA
"Basidiospores broadly cylindrical, straight or mostly weakly curved (sausage-shaped), with distinct apiculus, hyaline, thin-walled, IKI-, 0(-4)-septate, 0-septate 12.5-21.5(-23.5) x 5.5-7(-9) µm,","Dichomitus newhookii_89741_32785","Basidiospores","12.5-21.5(-23.5) x 5.5-7(-9)",21.5,7,NA,NA
"Basidiospores subglobose, hyaline, slightly asperulate, thin-walled, distinctly amyloid, 3.5-4.5(-5) x 3-4 µm.","Wrightoporia micropora_89769_32791","Basidiospores","3.5-4.5(-5) x 3-4",4.5,3.5,NA,NA
"Basidiospores in CB (5-)5.1-6.2(-6.5) x 3.34(-4.5) um, L = 5.61, W = 3.59, Q = 1.56 (n = 30/ 1) and in KOH (4.8-)5-6.4(-6.7) x (3.3-)3.44(-4.2) um","Pholiota mucigera_211744_40075","Basidiospores","(5-)5.1-6.2(-6.5) x 3.34(-4.5)",5.65,3.34,NA,NA
"basidiospores 6.5-7.5 µm","Lindtneria lowei_87890_4709","basidiospores","6.5-7.5",7,NA,NA,NA
"Basidiospores ellipsoid, hyaline, thin-to slightly thick-walled, IKI-, 3.2-4.5 x 2.2-2.8 µm.","Antrodiella heritierae_103582_35648","Basidiospores","-3.2-4.5 x 2.2-2.8",3.85,2.5,NA,NA
"Basidiospores cylindrical, fusiform, tapering to the apex, hyaline, thin-walled, IKl-, 5.5-7.0 x 2.5-3.2 µm","Piptoporus malesianus_90065_35649","Basidiospores","-5.5-7.0 x 2.5-3.2",6.25,2.85,NA,NA
"Basidiospores short ellipsoid, hyaline, slightly thick-walled, dextrinoid, 8.5-10 x 6-8 µm.","Perenniporia marmorata_90066_35650","Basidiospores","8.5-10 x 6-8",9.25,7,NA,NA
"Basidiospores ellipsoid, hyaline, thin-walled, IKI-, 3-3.8 x 1.5-2 µm.","Antrodiella aurantiaca_90038_35652","Basidiospores","-3-3.8 x 1.5-2",3.4,1.75,NA,NA
"Spores.-Basidiospores narrowly ellipsoid, thin-walled, hyaline, smooth, bearing one or two small guttules, IKI-, CB-, (6-)6.1-7.3(-8) x (2.5-)2.8-3.5(-3.6) pin, L=6.67, W=3.09, Q=2.16 (n=30/1). Inonotus exilisporus is characterized by resupinate basidiocarps, thin-walled, hyaline and narrowly ellipsoid spores, and by the lack of hyphoid and hymenial setae. These characters make it differ from the other species of the genus. L flavidus (Berk.) Ryvarden is the only species in the genus which has thin-walled, hyaline and cylindric-ellipsoid spores. However, it has distinctly pileate basidiocarps, duplex context with a black line, and scattered hymenial setae; its spores are smaller than those in the new species (5-6 x 2-2.2 µm","Inonotopsis exilispora_90071_4558","Spores.-Basidiospores","(5-6 x 2-2.2",5.5,2.1,NA,NA
