"text_entry","spec","spore_type","measure_orig","Dim1","Dim2","Dim3"
"Teliospores 1-celled, oblong-ellipsoidal, (35-) 42-47 (-50) x (20-) 23-26 (-27) µm,","Uromyces struthanthi_512735_59901","Teliospores","(35-) 42-47 (-50) x (20-) 23-26 (-27)",44.5,24.5,NA
"teliospores laterally adherent in the epidermal cells, sessile, globose, ovate or ellipsoid, (11-)12-20(-21) x (12-)13-20(-22) µm","Thekopsora lanpingensis_519218_60023","teliospores","(11-)12-20(-21) x (12-)13-20(-22)",16,16.5,NA
"teliospores laterally adherent in the epidermal cells, sessile, globose, ovate or ellipsoid, (10-)12-18(-20) x (12-)14-21(-22) µm","Thekopsora triangula_519222_60027","teliospores","(10-)12-18(-20) x (12-)14-21(-22)",15,17.5,NA
"Teliospores formations from pseudohyphae cells started on PDA after 3 days. After true hyphae formations teliospores appear on it. Teliospores are spherical, 8.5-11 µm","Glaciozyma litorale_519417_60238","Teliospores","8.5-11",9.75,NA,NA
"teliospores appear on it. Teliospores are spherical, 8.5-11 µm","Glaciozyma litorale_519417_60238","teliospores","8.5-11",9.75,NA,NA
"Teliospores are spherical, 8.5-11 µm","Glaciozyma litorale_519417_60238","Teliospores","8.5-11",9.75,NA,NA
"Teliospores mostly ellipsoid, slightly constricted at septum, 15-21 x (13-)15-19 µm.","Puccinia rhodosensis_519588_60356","Teliospores","15-21 x (13-)15-19",18,15,NA
"Teliospores non-fascicled, two-celled, cells not separating readily, oblong ellipsoid or broadly ellipsoid, 26.5-41.5 x 16-23.5 µm,","Tranzschelia pseudofusca_519946_60812","Teliospores","26.5-41.5 x 16-23.5",34,19.75,NA
"teliospores present. Paraphyses marginal, rarely formed, hyaline, club-shaped to capitate, 25-35 x 8-10.5 µm,","Tranzschelia pseudofusca_519946_60812","teliospores","25-35 x 8-10.5",30,9.25,NA
"Teliospores formed in uredinia or telia, in fascicles, two-celled, not separating readily, broadly obovoid, oblong or broadly ellipsoid, scarcely constricted at septum, (26.5-)30.5-40(-43.5) x (17.5-)20.5-24(-29) µm,","Tranzschelia mexicana_519947_60813","Teliospores","(26.5-)30.5-40(-43.5) x (17.5-)20.5-24(-29)",35.25,22.25,NA
"Teliospores clavate to oblong with round and obtuse apices, attenuate towards the base, constricted at the septa, 30.5-47 x 10-16.5 µm,","Puccinia caricis-araliae_520135_61043","Teliospores","30.5-47 x 10-16.5",38.75,13.25,NA
"Teliospores yellowish-brown to brown, (20) 22-27 (29) x (29) 30-41 (45) µm","Puccinia biteliana_520472_61668","Teliospores","(20) 22-27 (29) x (29) 30-41 (45)",24.5,35.5,NA
"Teliospores dark brown to chestnut-brown, ellipsoid, broadly obovoid, oblong to clavate, rounded above and below, (25) 27-35 (37) x (35) 38-47 (50) µm","Puccinia rayssiae_520473_61669","Teliospores","(25) 27-35 (37) x (35) 38-47 (50)",31,42.5,NA
"teliospores globose or subglobose, yellowish brown, (17-) 18-22 (-24) x (13-) 15-19 (-21) µm;","Uromycladium falcatarium_521584_63355","teliospores","(17-) 18-22 (-24) x (13-) 15-19 (-21)",20,17,NA
"teliospores not observed. Uredinia hypophyllous, scattered but mainly grouped, sometimes concentric on spots up to 1.5 cm in diam., spots extend to upper surface of leaf, yellow-orange, orbicular, 0.25-0.5 mm diam., bullate, erumpent, opening initially through an apical pore that soon splits wider, becoming pulverulent. Urediniospores (19-)21-28(-30.5) x (12.5-)14.5-19(-21) µm","Pucciniastrum myosotidii_521641_63430","teliospores","(19-)21-28(-30.5) x (12.5-)14.5-19(-21)",24.5,16.75,NA
"Teliospores cylindrical to fusiform, apex rounded, 2-4-digitate, hyaline to subhyaline, 36-54 x 13-25 µm;","Endoraecium auriculiforme_522116_63956","Teliospores","36-54 x 13-25",45,19,NA
"Teliospores cylindrical to fusiform, apex rounded, 1-5-digitate, hyaline to subhyaline, 41-76 x 10-17 µm;","Endoraecium carnegiei_522117_63957","Teliospores","41-76 x 10-17",58.5,13.5,NA
"Teliospores cylindrical to fusiform, apex acuminate to rounded, hyaline to subhyaline, 31-50 x 20-26 µm;","Endoraecium disparrimum_522118_63958","Teliospores","31-50 x 20-26",40.5,23,NA
"Teliospores cylindrical to clavate, apex rounded, 2-5-digitate, subhyaline, 47-63 x (13-)15-23 µm;","Endoraecium falciforme_522119_63959","Teliospores","47-63 x (13-)15-23",55,15,NA
"Teliospores cylindrical to subfusiform, apex acuminate to rounded, 2-7-digitate, subhyaline to yellow, 47-73 x 15-22 µm;","Endoraecium irroratum_522120_63960","Teliospores","47-73 x 15-22",60,18.5,NA
"Teliospores oval, apex rounded, no digitations, hyaline to subhyaline, 45-60 x (15-)19-27 µm;","Endoraecium peggii_522122_63962","Teliospores","45-60 x (15-)19-27",52.5,19,NA
"Teliospores cylindrical to fusiform, apex rounded, 2-5-digitate, subhyaline to yellow, 44-60 x 12-19 µm;","Endoraecium podalyriifolium_522123_63963","Teliospores","44-60 x 12-19",52,15.5,NA
"Teliospores clavate, apex rounded, papillate rather than digitate, 40-53 x 16-23 µm;","Endoraecium tropicum_522124_63964","Teliospores","40-53 x 16-23",46.5,19.5,NA
"teliospores (IIIsp.) persistent, 37,5-52,5 x (15-)16-20,5(-22,0) µm,","Puccinia jageana_522770_64698","teliospores","37,5-52,5 x (15-)16-20,5(-22,0)",45,18.25,NA
"Teliospores 16-31x4-11 µm,","Melampsora salicis-purpureae_541507_65502","Teliospores","16-31x4-11",23.5,7.5,NA
"Teliospores 16-56x4-20 µm,","Melampsora salicis-argyraceae_541508_65503","Teliospores","16-56x4-20",36,12,NA
"teliospores cylindrical, 8-12-celled, generally 9-11-celled, 85-122 x 21-30 µm","Phragmidium longissima_542786_67126","teliospores","85-122 x 21-30",103.5,25.5,NA
"teliospores cylindrical, 8-12-celled, generally 9-11-celled, 85-122 x 21-30 µm,","Phragmidium longissima_542786_67126","teliospores","85-122 x 21-30",103.5,25.5,NA
"teliospores ellipsoid-oblong to cylindrical, 67-103 x 32-39 µm,","Phragmidium zhouquensis_542787_67127","teliospores","67-103 x 32-39",85,35.5,NA
"Teliospores composed of 2-3 linearly arranged cells formed on a short pedicel; two-spore chains 24-33 µm","Kuehneola deightonii_543137_67560","Teliospores","24-33",28.5,NA,NA
"Teliospores (34-) 39-43 (-46) x (18-) 22-24 (-26.5) µm,","Uromyces hawksworthii_544091_68668","Teliospores","(34-) 39-43 (-46) x (18-) 22-24 (-26.5)",41,23,NA
"Teliospores 33-44.5 x 19-29.8µm","Puccinia mysuruensis_544239_68848","Teliospores","33-44.5 x 19-29.8",38.75,24.4,NA
"teliospores cylindrical, 8-12-celled, generally 9-11-celled, 85-122 x 21-30 µm","Phragmidium longissimum_544559_67126","teliospores","85-122 x 21-30",103.5,25.5,NA
"teliospores cylindrical, 8-12-celled, generally 9-11-celled, 85-122 x 21-30 µm,","Phragmidium longissimum_544559_67126","teliospores","85-122 x 21-30",103.5,25.5,NA
"teliospores variable in shape, clavoid, oblong-clavoid or fusiform, slightly constricted at septum, rounded, truncate, narrowly conical or with one or rarely two beak-1ike projections (tapering rostrum) at apex, 35.2-61 x 15.2-27.2 µm,","Puccinia melicae-porteri_545778_70425","teliospores","35.2-61 x 15.2-27.2",48.1,21.2,NA
"teliospores mostly obovoid-clavoid or oblong, (28-)32-44 (-49.6) x 17.6-26.4 µm,","Puccinia goldsbroughii_545779_70426","teliospores","(28-)32-44 (-49.6) x 17.6-26.4",38,22,NA
"teliospores 21-37 x 5-11 µm,","Melampsora salicis-reinii_545805_70460","teliospores","21-37 x 5-11",29,8,NA
"Teliospores irregularly arranged; individual teliospores at the uppermost layer subglobose, broadly ellipsoid or oblong, often angular and 23-33 x 10-21 µm","Phakopsora breyniae_545935_70589","Teliospores","23-33 x 10-21",28,15.5,NA
"teliospores at the uppermost layer subglobose, broadly ellipsoid or oblong, often angular and 23-33 x 10-21 µm","Phakopsora breyniae_545935_70589","teliospores","23-33 x 10-21",28,15.5,NA
"Teliospores at or below the second layer subglobose to broadly ellipsoid, angular and 19-32 x 9-20 µm","Phakopsora breyniae_545935_70589","Teliospores","19-32 x 9-20",25.5,14.5,NA
"teliospores two-celled, rarely one-celled, fusiform, usually narrowed above and below, more or less constricted at the septum, yellowish brown, 53-100 x 14-25 µm,","Gymnosporangium huanglongense_546092_70710","teliospores","53-100 x 14-25",76.5,19.5,NA
"teliospores 17-34 x 6-10 µm,","Melampsora salicis-bakko_546705_71291","teliospores","17-34 x 6-10",25.5,8,NA
"Teliospores golden-brown to deep yellow-brown or light brown in colour, unicellular, sessile, flat elongated, cylindrical, 35-65 x 7.5-12.5 µm","Melampsora pakistanica_546742_71326","Teliospores","35-65 x 7.5-12.5",50,10,NA
"teliospores 34-49 x 19-26 µm","Puccinia amari_552711_72837","teliospores","34-49 x 19-26",41.5,22.5,NA
"teliospores 26-51 x 16-29 µm","Puccinia novopanici_552713_72839","teliospores","26-51 x 16-29",38.5,22.5,NA
"teliospores 20-39 x 14-22 µm","Puccinia pascua_552715_72841","teliospores","20-39 x 14-22",29.5,18,NA
"Teliospores one-celled, light brown, 15-21 µm","Puccinia panici-urvilleani_552720_72846","Teliospores","15-21",18,NA,NA
"teliospores 21-33 x 13-24 µm","Puccinia graminicola_552722_72848","teliospores","21-33 x 13-24",27,18.5,NA
"Teliospores subepidermal, 13-41 x 6-15 µm,","Melampsora salicis-triandrae_552969_73077","Teliospores","13-41 x 6-15",27,10.5,NA
"Teliospores subepidermal, 11-49 x 5-19 µm,","Melampsora salicis-futurae_554929_73502","Teliospores","11-49 x 5-19",30,12,NA
"teliospores two-celled, rarely one-celled, fusiform, more or less constricted at the septum, yellowish brown, 42-80 x 15-27 µm,","Gymnosporangium przewalskii_555059_73642","teliospores","42-80 x 15-27",61,21,NA
"Teliospores in clusters of three, depressed globose or subglobose, at first hyaline, later cinnamon brown, with 37-44 equatorial striae and 25-31 striae convergent at the apex, margin crenulate in equatorial view, (14-) 15-17 (-18) x (18-) 19-20 (-22) µm,","Uromycladium brachycarpae_555712_74266","Teliospores","(14-) 15-17 (-18) x (18-) 19-20 (-22)",16,19.5,NA
"teliospores sometimes with a fragment of the pedicel attached; pedicel branched, with a long axis (34-) 39-57 (-58) x 4-5 µm","Uromycladium brachycarpae_555712_74266","teliospores","(34-) 39-57 (-58) x 4-5",48,4.5,NA
"Teliospores in clusters of three, depressed globose, at first hyaline, later cinnamon brown, with 31-40 equatorial striae and 22-25 striae convergent at the apex, margin crenulate in equatorial view, 13-17 (-20) x (16-) 17-20 (-21) µm,","Uromycladium farinosae_555713_74267","Teliospores","13-17 (-20) x (16-) 17-20 (-21)",17,18.5,NA
"Teliospores in clusters of three, vesicle absent, depressed globose or subglobose, at first hyaline, later cinnamon brown, with 35-45 equatorial striae and 24-28 striae convergent at the apex, margin crenulate in equatorial view, (15-) 16-18 (-19) x (19-) 20-23 (-24) µm,","Uromycladium flavescentis_555714_74268","Teliospores","(15-) 16-18 (-19) x (19-) 20-23 (-24)",17,21.5,NA
"Teliospores in clusters of three, vesicle absent, depressed globose or subglobose, at first hyaline, later cinnamon brown, with 35-40 equatorial striae and 24-27 striae convergent at the apex, margin crenulate in equatorial view, (16-) 17-19 (-20) x (18-) 20-24 µm,","Uromycladium holosericeae_555715_74269","Teliospores","(16-) 17-19 (-20) x (18-) 20-24",18,20,NA
"Teliospores in clusters of three, vesicle absent, depressed globose or subglobose, at first hyaline, later cinnamon brown, with 32-39 equatorial striae and 21-27 striae convergent at the apex, margin crenulate in equatorial view, (12-) 13-16 (-17) x (16-) 17-20 (-21) µm,","Uromycladium implexae_555716_74270","Teliospores","(12-) 13-16 (-17) x (16-) 17-20 (-21)",14.5,18.5,NA
"Teliospores in clusters of three, vesicle absent, depressed globose or subglobose, at first hyaline, later cinnamon brown, with 31-38 equatorial striae and 22-27 striae convergent at the apex, margin crenulate in equatorial view, 14-20 (-27) x (19-) 20-22 (-23) µm,","Uromycladium leiocalycis_555719_74273","Teliospores","14-20 (-27) x (19-) 20-22 (-23)",20,21,NA
"teliospores sometimes with a fragment of the pedicel attached; pedicel branched, with a long axis (26-) 28-50 (-53) x 4-5 µm","Uromycladium leiocalycis_555719_74273","teliospores","(26-) 28-50 (-53) x 4-5",39,4.5,NA
"Teliospores in clusters of three, vesicle absent, depressed globose or subglobose, at first hyaline, later cinnamon brown, with 27-44 equatorial striae and 24-28 striae convergent at the apex, margin crenulate in equatorial view, (14-) 16-18 (-20) x (14-) 19-23 (-26) µm,","Uromycladium ligustrinae_555723_74277","Teliospores","(14-) 16-18 (-20) x (14-) 19-23 (-26)",17,21,NA
"teliospores sometimes with a fragment of the pedicel attached; pedicel branched, with a long axis (48-) 51-75 (-84) x 4-6 µm","Uromycladium ligustrinae_555723_74277","teliospores","(48-) 51-75 (-84) x 4-6",63,5,NA
"Teliospores in clusters of three, depressed globose or subglobose, at first hyaline, later cinnamon brown, with 33-44 equatorial striae and 22-34 striae convergent at the apex, margin crenulate in equatorial view, (12-) 15-18 (-20) x (17-) 19-23 (-26) µm,","Uromycladium maslinii_555725_74279","Teliospores","(12-) 15-18 (-20) x (17-) 19-23 (-26)",16.5,21,NA
"teliospores sometimes with a fragment of the pedicel attached; pedicel branched, with a long axis (32-) 37-64 (-65) x 4.5-5.5 µm","Uromycladium maslinii_555725_74279","teliospores","(32-) 37-64 (-65) x 4.5-5.5",50.5,5,NA
"Teliospores in clusters of three, vesicle absent, depressed globose or subglobose, at first hyaline, later cinnamon brown, with 33-43 equatorial striae and 24-30 striae convergent at the apex, margin crenulate in equatorial view, (13.5-) 15-17.5 (-18) x (16.5-) 20-24 (-26) µm,","Uromycladium merrallii_555731_74285","Teliospores","(13.5-) 15-17.5 (-18) x (16.5-) 20-24 (-26)",16.25,22,NA
"teliospores sometimes with a fragment of the pedicel attached; pedicel branched, with a long axis (37-) 42-71 (-72) x (5-) 5.5-6.5 (-7) µm","Uromycladium merrallii_555731_74285","teliospores","(37-) 42-71 (-72) x (5-) 5.5-6.5 (-7)",56.5,6,NA
"Teliospores in clusters of three, subglobose to depressed globose, at first hyaline, later yellowish brown to cinnamon brown, striations verruculose, 13-17 (-20) x (13-) 15-18 (-20) µm,","Uromycladium mitchellii_555735_74289","Teliospores","13-17 (-20) x (13-) 15-18 (-20)",17,16.5,NA
"Teliospores in clusters of three, depressed globose or subglobose, at first hyaline, later cinnamon brown, with 33-40 equatorial striae and 27-35 striae convergent at the apex, margin crenulate in equatorial view, (11-) 14-18 (-20) x (17-) 18-22 (-26) µm,","Uromycladium morrisii_555736_74290","Teliospores","(11-) 14-18 (-20) x (17-) 18-22 (-26)",16,20,NA
"teliospores sometimes with a fragment of the pedicel attached; pedicel branched, with a long axis (40-) 42-58 (-65) x 4.5-6.5 µm","Uromycladium morrisii_555736_74290","teliospores","(40-) 42-58 (-65) x 4.5-6.5",50,5.5,NA
"Teliospores in clusters of three, depressed globose or subglobose, at first hyaline, later cinnamon brown, with 30-44 equatorial striae and 26-32 striae convergent at the apex, margin crenulate in equatorial view, (15-) 16-18.5 (-20) x (18-) 20-23 (-26) µm,","Uromycladium paradoxae_555737_74291","Teliospores","(15-) 16-18.5 (-20) x (18-) 20-23 (-26)",17.25,21.5,NA
"teliospores sometimes with a fragment of the pedicel attached; pedicel branched, with a long axis (32-) 33-57 (-65) x 4-5.5 µm","Uromycladium paradoxae_555737_74291","teliospores","(32-) 33-57 (-65) x 4-5.5",45,4.75,NA
"Teliospores in clusters of three, vesicle absent, depressed globose or subglobose, at first hyaline, later cinnamon brown, with 36-44 equatorial striae and 26-30 striae convergent at the apex, margin crenulate in equatorial view, (14-) 15.5-19.5 (-20) x (19.5-) 20-23 (-26) µm,","Uromycladium scirpifoliae_555738_74292","Teliospores","(14-) 15.5-19.5 (-20) x (19.5-) 20-23 (-26)",17.5,21.5,NA
"teliospores sometimes with a fragment of the pedicel attached; pedicel branched, with a long axis (25-) 33-75 (-80) x 4.5-6 µm","Uromycladium scirpifoliae_555738_74292","teliospores","(25-) 33-75 (-80) x 4.5-6",54,5.25,NA
"Teliospores in clusters of three, vesicle absent, depressed globose or subglobose, at first hyaline, later cinnamon brown, with 34-45 equatorial striae and 24-30 striae convergent at the apex, margin crenulate in equatorial view, (12.5-) 14-20 (-22) x (17.5-) 18-22.5 (-25) µm,","Uromycladium tetragonophyllae_555740_74294","Teliospores","(12.5-) 14-20 (-22) x (17.5-) 18-22.5 (-25)",17,20.25,NA
"teliospores sometimes with a fragment of the pedicel attached; pedicel branched, with a long axis (25-) 28-60 (-65) x 4-5.5 µm","Uromycladium tetragonophyllae_555740_74294","teliospores","(25-) 28-60 (-65) x 4-5.5",44,4.75,NA
"Teliospores in clusters of three, vesicle absent, depressed globose or subglobose, at first hyaline, later cinnamon brown, with 35-45 equatorial striae and 22-35 striae convergent at the apex, margin crenulate in equatorial view, (15.5-) 17-20 (-21) x (21-) 22-25 (-27) µm,","Uromycladium woodii_555742_74296","Teliospores","(15.5-) 17-20 (-21) x (21-) 22-25 (-27)",18.5,23.5,NA
"teliospores sometimes with a fragment of the pedicel attached; pedicel branched, hyaline, with a long axis (20-) 29-80 (-95) x 4-5.5 µm","Uromycladium woodii_555742_74296","teliospores","(20-) 29-80 (-95) x 4-5.5",54.5,4.75,NA
"Teliospores were clavate to oblong with round to obtuse apices and attenuate toward bases, constricted at the septa, and 26.5-38.0 x 18.0-26.0 µm","Puccinia klugkistiana_555785_74334","Teliospores","26.5-38.0 x 18.0-26.0",32.25,22,NA
"Teliospores mostly ellipsoid, slightly constricted at septum, 15-21 x (13-)15-19 µm.","Puccinia rhodensis_555802_60356","Teliospores","15-21 x (13-)15-19",18,15,NA
"Teliospores 2-celled, light to dark brown with light violet to chestnut brown coloured septum, oblong to oblong-clavate, rounded at both ends, not or slightly constricted at septum, 39.5-53 x 21-27.5 [av. 44.2 (+- 3.19) x 23.0 (+- 1.75), n = 25] µm;","Puccinia himachalensis_555922_75605","Teliospores","= 25]",25,NA,NA
"Teliospores catenulate, 10-28 x 5-12 µm,","Diaphanopellis purpurea_557251_75574","Teliospores","10-28 x 5-12",19,8.5,NA
"Teliospores embedded in the leaf tissues, single, loosely crowded or scattered in the intercellular spaces of the mesophyll cells; teliospores subhyaline to pale yellow, usuallyregularinshape,occasionallyslightlyangulardueto mutual pressure, globose or rarely subglobose, 9.0-13.5(-14.0)x9.0-12.5µm(av.+-SD,11.3+-1.3x10.9+-1.1µm,n","Entyloma helianthi_558362_76238","Teliospores","(""9.0-13.5(-14.0)x9.0-12.5"""",11.3+-1.3x10.9+-1.1"")",13.5,NA,10.9
